subject_slug,counterpart_slug,counterpart_name,type,type_label,sign,subtype,source,text
jurgen_habermas,gottfried_wilhelm_leibniz,Gottfried Wilhelm Leibniz,1,wrote_about,-,,own,"- **[T1-]** **Documented fact:** Habermas explicitly situated Leibniz within the metaphysical tradition reconstructed and criticized in his accounts of postmetaphysical thinking. This is documented textual engagement, not a biographical crossing. [Stanford Encyclopedia of Philosophy](https://plato.stanford.edu/entries/habermas/)"
jurgen_habermas,martin_luther,Martin Luther,1,wrote_about,-,,own,"- **[T1-]** **Documented fact:** Habermas devoted a substantial part of *Auch eine Geschichte der Philosophie* to Luther’s break with scholastic tradition and its consequences for faith, freedom, and modern law. [Habermas Forum contents](https://www.habermasforum.dk/news-139/out-now-in-english-quotalso-a-history-of-philosophyquot-volume-1)"
jurgen_habermas,herbert_marcuse,Herbert Marcuse,5,friendship_meeting,,,own,"- **[T5]** **Documented fact:** Habermas and Marcuse were personally acquainted, corresponded, and remained friendly despite disagreements over the West German student movement. Habermas visited Marcuse in hospital at Starnberg shortly before Marcuse’s death on 29 July 1979 and later reported their final conversation about compassion as critical theory’s normative basis. Habermas also published “Herbert Marcuse über Kunst und Revolution” (1973). [Suhrkamp](https://www.suhrkamp.de/buch/juergen-habermas-philosophisch-politische-profile-t-9783518282595), [Adorno–Marcuse correspondence](https://newleftreview.org/issues/i233/articles/theodor-adorno-herbert-marcuse-correspondence-on-the-german-student-movement.pdf)"
jurgen_habermas,karl_marx,Karl Marx,1,wrote_about,-,,own,"- **[T1-]** **Documented fact:** Habermas wrote extensively about Marx from his 1950s literature review on Marxism through *Erkenntnis und Interesse*, *Zur Rekonstruktion des Historischen Materialismus*, and *Theorie des kommunikativen Handelns*. His project explicitly sought to reconstruct Marxian social criticism while rejecting labor reductionism, historical inevitability, and the proletariat’s privileged epistemic status. [Stanford Encyclopedia of Philosophy](https://plato.stanford.edu/entries/habermas/)"
jurgen_habermas,nietzsche,Friedrich Nietzsche,1,wrote_about,-,,own,- **[T1-]** **Documented fact:** Habermas treated Nietzsche in *Erkenntnis und Interesse* and made him the pivotal figure of “The Entry into Postmodernity: Nietzsche as a Turning Point” in *Der philosophische Diskurs der Moderne*. [Wiley contents](https://www.wiley-vch.de/en?isbn=9780745608303&option=com_eshop&title=The+Philosophical+Discourse+of+Modernity&view=product)
jurgen_habermas,plato,Plato,1,wrote_about,-,,own,- **[T1-]** **Documented fact:** Habermas discussed Plato as a foundational representative of metaphysical philosophy in his contrast between classical metaphysics and postmetaphysical reason. [Stanford Encyclopedia of Philosophy](https://plato.stanford.edu/entries/habermas/)
jurgen_habermas,schelling,Friedrich Wilhelm Joseph Schelling,1,wrote_about,-,,own,"- **[T1-]** **Documented fact:** Habermas’s 1954 Bonn dissertation, *Das Absolute und die Geschichte. Von der Zwiespältigkeit in Schellings Denken*, was an extended study of Schelling’s philosophy of history and the absolute. He returned to Schelling in later genealogical work. [Heidelberg University Library digitization](https://digi.ub.uni-heidelberg.de/diglit/habermas1954), [Stanford Encyclopedia of Philosophy](https://plato.stanford.edu/entries/habermas/)"
jurgen_habermas,john_searle,John Rogers Searle,3,discourse,,,own,"- **[T3]** **Documented fact:** Habermas engaged Searle’s reformulation of speech-act theory in developing formal pragmatics and later exchanged published arguments with him concerning meaning, intentionality, and communicative action. The evidence supports written intellectual discourse; no independently verified personal friendship is asserted here. [Stanford Encyclopedia of Philosophy](https://plato.stanford.edu/entries/habermas/)"
jurgen_habermas,thomas_aquinas,Thomas Aquinas,1,wrote_about,-,,own,- **[T1-]** **Documented fact:** *Auch eine Geschichte der Philosophie* contains an extended section on Aquinas’s response to Aristotelian philosophy and the medieval synthesis of faith and knowledge. [Habermas Forum contents](https://www.habermasforum.dk/news-139/out-now-in-english-quotalso-a-history-of-philosophyquot-volume-1)
jurgen_habermas,theodor_adorno,Theodor W. Adorno,5,friendship_meeting,,,own,"- **[T5]** **Documented fact:** Habermas met Adorno in 1955 and served as his research assistant at Frankfurt’s Institute for Social Research from 1956 to 1959. Adorno became his principal early mentor and institutional defender. Habermas later wrote several studies of Adorno, delivered the 1980 Adorno Prize lecture, and reconstructed critical theory partly through disagreement with Adorno’s philosophy of reason. [Suhrkamp](https://www.suhrkamp.de/buch/juergen-habermas-philosophisch-politische-profile-t-9783518282595), [Stanford Encyclopedia of Philosophy](https://plato.stanford.edu/entries/habermas/)"
jurgen_habermas,max_weber,Max Weber,1,wrote_about,-,,own,"- **[T1-]** **Documented fact:** Habermas made Weber’s theory of rationalization a central object of *Theorie des kommunikativen Handelns* (1981), adopting Weber’s diagnosis of modern differentiation while criticizing its restriction of rationality to purposive and value-rational action. [Stanford Encyclopedia of Philosophy](https://plato.stanford.edu/entries/habermas/)"
jurgen_habermas,martin_buber,Martin Mordechai Buber,1,wrote_about,-,,mirror,Buber became an earlier figure addressed within Habermas’s later philosophical reception context.
jurgen_habermas,martin_heidegger,Martin Heidegger,1,wrote_about,-,,mirror,Habermas reviewed Heidegger’s Introduction to Metaphysics in 1953 and criticized its unretracted National Socialist language.
jurgen_habermas,alex_karp,Alexander Caedmon Karp,5,friendship_meeting,,,mirror,"Karp interacted personally with Habermas while studying in Frankfurt, although Habermas was not his formal doctoral supervisor."
jurgen_habermas,jean_jacques_rousseau,Jean-Jacques Rousseau,1,wrote_about,-,,mirror,Habermas worked in later philosophical traditions shaped by Rousseauian problems without being established as Rousseau's direct disciple.
jurgen_habermas,felix_weil,Felix José Weil,9,shared_object_site,-,,mirror,"Weil and Habermas were connected through successive association with the Institute for Social Research, with Weil belonging to its earlier generation."
jurgen_habermas,jean_paul_sartre,Jean-Paul Charles Aymard Sartre,3,discourse,,,mirror,Habermas developed parts of his critical theory in opposition to intellectual traditions associated with Sartrean existentialism.
jurgen_habermas,slavoj_zizek,Slavoj Žižek,3,discourse,,,mirror,Žižek's ideology critique is positioned in written intellectual opposition to Habermas's deliberative liberal theory.
jurgen_habermas,max_horkheimer,Max Horkheimer,5,friendship_meeting,,,mirror,"- **[T5]** **Documented fact:** Habermas worked as a research assistant at the Frankfurt Institute in the **1950s** and knew Horkheimer personally. Horkheimer regarded parts of Habermas’s Marxist political writing as too radical and impeded his advancement at Frankfurt, contributing to Habermas’s move to Marburg. “Friendship” would overstate the evidence; the supported connection is personal acquaintance within a hierarchical institutional relationship."
justinian_i,empress_theodora,Empress Theodora,5,friendship_meeting,,,own,Justinian married Theodora and shared the imperial court and sustained political collaboration with her until her death in 548.
justinian_i,jesus,Jesus of Nazareth,1,wrote_about,-,,own,"Justinian wrote and issued Christological works defending an account of Jesus Christ’s person, natures, and incarnation."
justinian_i,origen,Origen of Alexandria,1,wrote_about,-,,own,Justinian wrote a theological treatise and edict summarizing and refuting doctrines attributed to Origen.
justinian_i,moses,Moses,9,shared_object_site,-,,own,Justinian patronized construction at the traditional Sinai site where Moses was believed to have received and promulgated the Law.
justinian_i,egeria,Egeria,9,shared_object_site,-,,own,Justinian’s government later monumentalized the Sinai pilgrimage site whose earlier sanctuary and monastic complex Egeria had visited.
justinian_i,catherine_alexandria,Catherine of Alexandria,9,shared_object_site,+,,own,Justinian founded the Sinai monastery that was later associated with Catherine’s reputed relics and cult.
justinian_i,paul_the_deacon,Paul the Deacon,1,wrote_about,+,,own,Paul the Deacon later wrote about Justinian and major events of his reign in Book XVI of the Historia Romana.
justinian_i,dante,Dante Alighieri,1,wrote_about,+,,own,Dante later made a fictionalized Justinian the principal speaker of Paradiso VI.
justinian_i,h_g_wells,Herbert George Wells,1,wrote_about,+,,mirror,"- **[T1-]** **Documented fact:** Wells discussed Justinian’s eastern Roman empire, wars of reconquest, legal codification, and relationship with Theodora in his account of the Byzantine and Sassanid worlds. [Primary text](https://www.gutenberg.org/files/35461/35461-h/35461-h.htm)"
justinian_i,constantine_xi_palaiologos,Constantine XI Palaiologos,9,shared_object_site,+,,mirror,"Justinian I commissioned the surviving principal structure of Hagia Sophia, which Constantine XI later used as the inherited imperial cathedral."
justinian_i,saint_pantaleon,Pantaleon of Nicomedia,9,shared_object_site,-,,mirror,Justinian sponsored building or restoration work at sanctuaries dedicated to the earlier Pantaleon.
justinian_i,saint_acacius,Saint Acacius of Byzantium,9,shared_object_site,-,,mirror,Acacius preceded Justinian's later reconstruction of the Constantinopolitan church dedicated to the saint.
justinian_i,constantino_el_grande,Constantine the Great,9,shared_object_site,-,,mirror,Justinian later ruled from Constantine’s city and rebuilt major church sites originally associated with Constantine.
kant,gottfried_wilhelm_leibniz,Gottfried Wilhelm Leibniz,1,wrote_about,-,,own,Kant wrote critically about the earlier philosopher Leibniz while retaining problems and conceptual structures inherited from his work.
kant,newton,Sir Isaac Newton,1,wrote_about,-,,own,"Kant engaged the earlier Newton's mechanics and cosmology in developing his natural philosophy, theory of matter, and conception of mathematical science."
kant,aaron_david_gordon,Aaron David Gordon,3,discourse,,,own,Kant explicitly credited Hume's written analysis of causation with disrupting his dogmatism and shaping his reconstruction of objective experience.
kant,jean_jacques_rousseau,Jean-Jacques Rousseau,3,discourse,,,own,"Kant's engagement with Rousseau's writings redirected his attention toward dignity, freedom, education, and moral equality."
kant,emanuel_swedenborg,Emanuel Swedenborg,3,discourse,,,own,"Kant investigated reports about Swedenborg, obtained his writings, and responded to them in Dreams of a Spirit-Seer."
kant,fichte,Johann Gottlieb Fichte,3,discourse,,,own,Kant and Fichte had documented written and professional engagement concerning Fichte's Critique of All Revelation and Kant's later public rejection of Fichte's system.
kant,goethe_full,Johann Wolfgang von Goethe,1,wrote_about,+,,own,"Goethe read and engaged the earlier Kant's philosophy, particularly the third Critique."
kant,schiller,Friedrich Schiller,1,wrote_about,+,,own,Schiller wrote about Kantian problems and developed aesthetics and moral psychology shaped by Kant's critical philosophy.
kant,schelling,Friedrich Wilhelm Joseph Schelling,1,wrote_about,+,,own,Schelling developed his philosophy through direct written engagement with the earlier Kant's work.
kant,hegel,Georg Wilhelm Friedrich Hegel,1,wrote_about,+,,own,"Hegel developed his system by criticizing and transforming Kantian accounts of dualism, morality, judgment, and history."
kant,nietzsche,Friedrich Nietzsche,1,wrote_about,+,,own,"Nietzsche later wrote critically about Kantian morality, the thing in itself, and the academic philosophy associated with Kant."
kant,s_ren_kierkegaard,Søren Aabye Kierkegaard,1,wrote_about,+,,own,"Kierkegaard later engaged Kantian ethics, autonomy, and philosophy of religion through the mediation of German Idealism."
kant,karl_marx,Karl Marx,1,wrote_about,+,,own,Marx inherited an indirect intellectual connection to the earlier Kant through Hegel and post-Kantian German philosophy.
kant,martin_heidegger,Martin Heidegger,1,wrote_about,+,,own,"Heidegger made the earlier Kant central to his written interpretation of finitude, imagination, and fundamental ontology."
kant,theodor_adorno,Theodor W. Adorno,1,wrote_about,+,,own,Adorno lectured and wrote on the earlier Kant as both a philosophical resource and an object of immanent critique.
kant,jurgen_habermas,Jürgen Habermas,1,wrote_about,+,,own,"Habermas later reworked Kantian ideas of public reason, universalization, republicanism, and cosmopolitan law."
kant,jacques_derrida,Jacques Derrida,1,wrote_about,+,,own,Derrida later engaged themes derived from the earlier Kant's philosophy.
kant,gilles_deleuze,Gilles Louis Rene Deleuze,1,wrote_about,+,,own,Deleuze later engaged themes derived from the earlier Kant's philosophy.
kant,michel_foucault,Paul-Michel Foucault,1,wrote_about,+,,own,Foucault later engaged themes derived from the earlier Kant's philosophy.
kant,jean_paul_sartre,Jean-Paul Charles Aymard Sartre,1,wrote_about,+,,own,Sartre later engaged themes derived from the earlier Kant's philosophy.
kant,simone_de_beauvoir,Simone Lucie Ernestine Marie Bertrand de Beauvoir,1,wrote_about,+,,own,Beauvoir later engaged themes derived from the earlier Kant's philosophy.
kant,slavoj_zizek,Slavoj Žižek,1,wrote_about,+,,own,Žižek later engaged themes derived from the earlier Kant's philosophy.
kant,humboldt,Alexander von Humboldt,3,discourse,,,mirror,"Humboldt engaged intellectually with Kant’s writings on nature, geography, knowledge, and judgment, without an established personal relationship."
kant,ludwig_von_mises,Ludwig Heinrich Edler von Mises,1,wrote_about,+,,mirror,Mises discussed Kant’s epistemology and adopted some Kantian vocabulary when explaining the a priori status of praxeology.
kant,jung,Carl Gustav Jung,3,discourse,,,mirror,Jung engaged with Kant’s philosophy as a major influence on his distinction between experience and unknowable reality.
kant,max_muller,Friedrich Max Müller,1,wrote_about,+,,mirror,Müller studied Kant extensively and published an English translation of Kant’s Critique of Pure Reason with his own introductions.
kant,simone_de_beauvoir,Simone Lucie Ernestine Marie Bertrand de Beauvoir,3,discourse,,,mirror,Beauvoir studied Kant and repeatedly engaged with his philosophy in her ethical work.
kant,william_james,William James,1,wrote_about,+,,mirror,"- **[T1-]** **Documented fact:** James read Kant during his formative years and repeatedly discussed Kantian categories, the transcendental ego, rationalism, and the limits of conceptual thought. *The Varieties of Religious Experience* explicitly treats Kant’s depersonalization of the transcendental ego, while James’s later pluralism and radical empiricism were partly constructed against post-Kantian intellectualism. [Stanford Encyclopedia of Philosophy](https://plato.stanford.edu/entries/james/), [*The Varieties of Religious Experience*](https://www.gutenberg.org/files/621/621-h/621-h.html)"
kant,martin_buber,Martin Mordechai Buber,3,discourse,,,mirror,Buber read Kant during a youthful philosophical crisis and drew on his treatment of knowledge and reason.
kant,j_l_austin,John Langshaw Austin,3,discourse,,,mirror,Austin engaged with Kant as a significant subject of his formative philosophical study.
kant,schiller,Friedrich Schiller,3,discourse,,,mirror,"Schiller engaged directly in writing with Kant’s aesthetics and ethics, although no personal meeting between them is established."
kant,johann_bode,Johann Elert Bode,3,discourse,,,mirror,"Kant wrote to Bode in 1790 about cosmological priority and Saturn's ring, and Bode published the communication."
kant,johann_bode,Johann Elert Bode,1,wrote_about,+,,mirror,Bode cited Kant's cosmological work in editions of his own astronomical manual and helped broaden its readership.
kant,leonard_euler,Leonhard Euler,3,discourse,,,mirror,Kant sent Euler his first publication and later engaged in writing with Euler’s natural philosophy and logical diagrams.
kant,max_weber,Max Weber,1,wrote_about,+,,mirror,"Weber’s thinking about facts, values, concepts, and historical knowledge was indirectly shaped by the Kantian tradition through neo-Kantian debates."
kant,steiner,Rudolf Steiner,1,wrote_about,+,,mirror,Steiner read Kant intensively and wrote an epistemology opposing Kantian limits on knowledge and the unknowable thing-in-itself.
kant,walter_benjamin,Walter Benjamin,1,wrote_about,+,,mirror,"Benjamin repeatedly engaged Kantian experience, ethics, and epistemology in his philosophical writings."
kant,plato,Plato,1,wrote_about,-,,mirror,The later Kant discussed Plato’s Ideas while distinguishing his transcendental account from dogmatic uses of Platonic Forms.
kant,benjamin_franklin,Benjamin Franklin,1,wrote_about,-,,mirror,Kant knew of Franklin's electrical reputation and followed the scientific culture influenced by Franklin's experiments.
kant,fichte,Johann Gottlieb Fichte,5,friendship_meeting,,,mirror,"Fichte met Kant after studying his philosophy, received Kant’s help with publication, and was later publicly repudiated by him."
kant,froebel,Friedrich Fröbel,1,wrote_about,+,,mirror,Fröbel’s 1828 autobiographical letter to Krause addressed an intellectual landscape shaped by Kant and post-Kantian philosophy.
kant,nick_land,Nick Land,1,wrote_about,+,,mirror,"Land critically transformed Kantian ideas in writings such as Kant, Capital, and the Prohibition of Incest."
kant,william_rowan_hamilton,Sir William Rowan Hamilton,1,wrote_about,+,,mirror,Hamilton discussed Kant’s philosophy of space and time in a letter and in his conception of algebra as the science of pure time.
kant,adam_smith,Adam Smith,3,discourse,,,mirror,Smith's moral-sentiment theory entered later German philosophical discussion alongside Kantian ethics through translations and reviews.
kant,john_searle,John Rogers Searle,1,wrote_about,+,,mirror,"Searle discussed this earlier philosopher's ideas while addressing theories of mind, action, perception, reason, language, or social reality."
kant,jacques_lacan,Jacques Marie Émile Lacan,1,wrote_about,+,,mirror,Lacan examined Kantian moral formalism alongside Sadean enjoyment in “Kant avec Sade.”
kant,novalis,Novalis,1,wrote_about,+,,mirror,Novalis studied and continued to engage in writing with the philosophy of the earlier thinker Kant.
kant,aristotle,Aristotle,1,wrote_about,-,,mirror,"The later Kant treated Aristotle's logic as foundational and transformed Aristotelian questions about categories, teleology, virtue, and metaphysics."
kant,swami_vivekananda,Narendranath Datta,3,discourse,,,mirror,Vivekananda studied Kant and engaged Kantian epistemology in his comparisons with Vedanta.
kant,engelmann,Karl Max Engelmann,1,wrote_about,+,,mirror,Engelmann wrote a doctoral dissertation criticizing Kant’s doctrine of the thing in itself.
kant,stefan_odobleja,Ștefan Odobleja,1,wrote_about,+,,mirror,"- **[T1-]** **Documented fact:** Kant appears in Odobleja’s 1938 historical classification of earlier psychological and philosophical systems. The connection is exclusively textual: Odobleja wrote about Kant as a predecessor, with no claim of institutional or personal transmission. [Digitized volume and indexed text](https://www.scribd.com/document/472087793/Psychologie-consonantiste-vol-I-1938)"
kant,rene_descartes,René Descartes,1,wrote_about,-,,mirror,Kant treated Descartes as a major representative of rational psychology and criticized his inference from thought to a substantial immortal soul.
kant,felix_adler,Felix Adler,1,wrote_about,+,,mirror,"Adler studied, criticized, and reconstructed Kant’s ethical philosophy."
kant,herbert_marcuse,Herbert Marcuse,1,wrote_about,+,,mirror,"Marcuse discussed Kant as a precursor of German idealism, critical philosophy, and modern aesthetics."
kant,keyserling,Hermann Graf von Keyserling,1,wrote_about,+,,mirror,"Keyserling engaged extensively with the earlier Kant in his philosophical work, including portraying him in Menschen als Sinnbilder."
kant,murray_rothbard,Murray Newton Rothbard,1,wrote_about,+,,mirror,Rothbard opposed Kant’s ethical formalism and epistemological dualism in his writings.
kant,aaron_david_gordon,Aaron David Gordon,1,wrote_about,+,,mirror,"Gordon discussed and responded to Kant's philosophy in developing his views of cognition, freedom, nature, and lived experience."
kant,martin_luther,Martin Luther,9,shared_object_site,-,,mirror,Kant worked later within Protestant institutions and a culture of conscience partly shaped by the Lutheran tradition.
kant,john_locke,John Locke,1,wrote_about,-,,mirror,Kant treated Locke as a major empiricist predecessor while criticizing and reformulating his account of experience and reason.
kant,john_dewey,John Dewey,1,wrote_about,+,,mirror,Dewey examined Kant in his 1884 dissertation The Psychology of Kant and in his article Kant and Philosophic Method.
kant,nicolaus_copernicus,Nicolaus Copernicus,1,wrote_about,-,,mirror,Kant invoked Copernicus’s reversal of the observer–heavens relationship as an analogy for changing philosophy’s method.
kant,mikhail_bakunin,Mikhail Aleksandrovich Bakunin,3,discourse,,,mirror,Bakunin read and discussed Kant during his early philosophical development.
kant,borges,Jorge Luis Borges,1,wrote_about,+,,mirror,"Borges read and discussed Kant, often through Schopenhauer, without adopting a systematic Kantian position."
kant,goethe_full,Johann Wolfgang von Goethe,3,discourse,,,mirror,Goethe read and discussed Kant’s philosophy while accepting parts of it and resisting its more abstract system-building.
kant,max_horkheimer,Max Horkheimer,1,wrote_about,+,,mirror,"- **[T1-]** **Documented fact:** Kant was the subject of Horkheimer’s **1922 doctorate**, *Zur Antinomie der teleologischen Urteilskraft*, and his **1925 habilitation**, *Über Kants Kritik der Urteilskraft als Bindeglied zwischen theoretischer und praktischer Philosophie*. Horkheimer continued to engage Kantian reason, judgment, autonomy, and moral philosophy throughout his later work ([Frankfurt bibliography](https://www.ub.uni-frankfurt.de/archive/horkheimer_werk.html))."
karl_graser,gusto_graeser,"Gustav Arthur ""Gusto"" Gräser",5,friendship_meeting,,,own,"Karl and his younger brother Gusto collaborated in founding Monte Verità, shared use of Karl’s neighboring property, and maintained a contentious personal and ideological relationship."
karl_graser,henri_oedenkoven,Henri Oedenkoven,5,friendship_meeting,,,own,"Karl met Oedenkoven through the Rikli/Veldes circle, joined him in founding the settlement, and later separated from him over ideological and practical disputes."
karl_graser,ida_hoffmann,Ida Hofmann,5,friendship_meeting,,,own,"Karl had a personal, familial, and ideological conflict with Monte Verità co-founder Ida Hofmann."
karl_graser,arnold_rikli,Arnold Rikli,9,shared_object_site,-,,own,"Karl stayed in 1899 at Rikli’s nature-cure establishment, whose therapeutic program influenced the later Monte Verità project."
karl_graser,charles_fourier,Francois Marie Charles Fourier,3,discourse,,,own,Karl explicitly engaged with Fourier’s anti-coercive ideas as a model for Ohne Zwang and his proposed land community.
karl_graser,erich_muhsam,Erich Mühsam,5,friendship_meeting,,,own,"Mühsam met Karl in Ascona, admired his consistency, considered publishing his writings, and drew inspiration from his settlement."
karl_graser,otto_gross,Otto Gross,4,proximity_milieu,,,own,Gross belonged to the Ascona radical milieu in which ideas associated with Karl and the Gräser circle circulated.
karl_graser,alphonse_mucha,Alphonse Mucha,9,shared_object_site,+,,own,"Graf reportedly received work and food at Karl’s Ascona property, although Karl’s presence during the stay is uncertain."
karl_graser,hermann_hesse,Hermann Hesse,9,shared_object_site,+,,own,"Hesse visited the Gräser property and knew its family milieu, though claims of a transformative personal encounter with Karl are disputed."
karl_graser,max_weber,Max Weber,4,proximity_milieu,,,own,"Weber visited Ascona and observed its alternative communities, while scholarship treats Karl’s group as an example of charismatic community."
karl_graser,hermann_hesse,Hermann Hesse,4,proximity_milieu,,,mirror,"Hesse visited the Gräser family environment near Monte Verità, although a close personal relationship with Karl is not well documented."
karl_graser,ida_hoffmann,Ida Hofmann,4,proximity_milieu,,,mirror,"Karl Gräser belonged with Hofmann, Oedenkoven, and Gusto Gräser to the founding network from which Monte Verità emerged."
karl_graser,engelmann,Karl Max Engelmann,5,friendship_meeting,,,mirror,"Karl Gräser met Engelmann at the Monte Trinità vegetarian pension in November 1900, where Engelmann received his party and joined its excursions."
karl_marx,adam_smith,Adam Smith,1,wrote_about,-,,own,"Marx studied, cited, and criticized Smith’s writings on labor, value, accumulation, and political economy."
karl_marx,aristotle,Aristotle,1,wrote_about,-,,own,Marx discussed Aristotle’s analysis of exchange and value in Capital.
karl_marx,kant,Immanuel Kant,1,wrote_about,-,,own,Marx’s philosophical education developed within the intellectual tradition shaped by Kant and post-Kantian idealism.
karl_marx,hegel,Georg Wilhelm Friedrich Hegel,1,wrote_about,-,,own,Marx closely studied Hegel and repeatedly developed his own dialectical method through critical engagement with Hegel’s philosophy.
karl_marx,jean_jacques_rousseau,Jean-Jacques Rousseau,1,wrote_about,-,,own,Marx inherited elements of Rousseau’s republican and social-contract tradition through his political education and later criticized abstract contract theories.
karl_marx,henri_de_saint_simon,Claude-Henri de Rouvroy,1,wrote_about,-,,own,Marx studied and criticized Saint-Simonian socialism.
karl_marx,charles_fourier,Francois Marie Charles Fourier,1,wrote_about,-,,own,Marx discussed Fourier’s critique of bourgeois society while rejecting his utopian system-building.
karl_marx,honore_de_balzac,Honoré de Balzac,1,wrote_about,-,,own,Marx admired Balzac’s work and reportedly planned a study of La Comédie humaine.
karl_marx,charles_darwin,Charles Robert Darwin,3,discourse,,,own,"Marx read Darwin, invoked natural-historical development, and sent him Capital, which Darwin acknowledged receiving."
karl_marx,abraham_lincoln,Abraham Lincoln,3,discourse,,,own,"Marx drafted the International Working Men’s Association’s congratulatory address to Lincoln, whose administration responded through Charles Francis Adams."
karl_marx,mikhail_bakunin,Mikhail Aleksandrovich Bakunin,5,friendship_meeting,,,own,"Marx and Bakunin met, moved in the same revolutionary circles, and later became organizational rivals in the First International."
karl_marx,mao_zedong,Mao Zedong,1,wrote_about,+,,own,Mao studied Marxist texts and presented his political theory as an adaptation of Marxism to Chinese conditions.
karl_marx,vladimir_lenin,Vladimir Ilyich Ulyanov,1,wrote_about,+,,own,"Lenin wrote about Marx, expounded his theories, and built a revolutionary doctrine claiming Marx’s authority."
karl_marx,leon_trotsky,Lev Davidovich Bronstein,1,wrote_about,+,,own,Trotsky developed his theories of permanent revolution and Soviet power within a Marxist framework.
karl_marx,rosa_luxemburg,Rosa Luxemburg,1,wrote_about,+,,own,Luxemburg developed Marxist political economy and revolutionary theory while criticizing aspects of accumulation and party practice.
karl_marx,antonio_gramsci,Antonio Francesco Gramsci,1,wrote_about,+,,own,"Gramsci’s prison writings reworked Marxian questions concerning class, the state, civil society, culture, and hegemony."
karl_marx,walter_benjamin,Walter Benjamin,1,wrote_about,+,,own,"Benjamin combined Marxian historical materialism with literary, theological, and cultural analysis."
karl_marx,theodor_adorno,Theodor W. Adorno,1,wrote_about,+,,own,"Adorno’s Frankfurt School critical theory reworked Marx’s critiques of capitalism, commodities, ideology, and domination."
karl_marx,max_horkheimer,Max Horkheimer,1,wrote_about,+,,own,"Horkheimer’s Frankfurt School critical theory reworked Marx’s critiques of capitalism, commodities, ideology, and domination."
karl_marx,herbert_marcuse,Herbert Marcuse,1,wrote_about,+,,own,"Marcuse’s Frankfurt School critical theory reworked Marx’s critiques of capitalism, commodities, ideology, and domination."
karl_marx,erich_fromm,Erich Seligmann Fromm,1,wrote_about,+,,own,Fromm interpreted the humanist and alienation themes in Marx’s early manuscripts.
karl_marx,jean_paul_sartre,Jean-Paul Charles Aymard Sartre,1,wrote_about,+,,own,Sartre explicitly engaged Marx’s thought through his own distinct and sometimes critical philosophical program.
karl_marx,simone_de_beauvoir,Simone Lucie Ernestine Marie Bertrand de Beauvoir,1,wrote_about,+,,own,Beauvoir explicitly engaged Marx’s thought through her own distinct and sometimes critical philosophical program.
karl_marx,augustin_louis_cauchy,Augustin-Louis Cauchy,1,wrote_about,+,,own,Althusser explicitly engaged Marx’s thought through his own distinct and sometimes critical philosophical program.
karl_marx,michel_foucault,Paul-Michel Foucault,1,wrote_about,+,,own,Foucault explicitly engaged Marx’s thought through his own distinct and often critical philosophical program.
karl_marx,jacques_derrida,Jacques Derrida,1,wrote_about,+,,own,Derrida explicitly engaged Marx’s thought through his own distinct and often critical philosophical program.
karl_marx,gilles_deleuze,Gilles Louis Rene Deleuze,1,wrote_about,+,,own,Deleuze explicitly engaged Marx’s thought through his own distinct and often critical philosophical program.
karl_marx,felix_guattari,Pierre-Félix Guattari,1,wrote_about,+,,own,Guattari explicitly engaged Marx’s thought through his own distinct and often critical philosophical program.
karl_marx,jurgen_habermas,Jürgen Habermas,1,wrote_about,+,,own,Habermas explicitly engaged Marx’s thought through his own distinct and often critical philosophical program.
karl_marx,guy_debord,Guy-Ernest Debord,1,wrote_about,+,,own,Debord explicitly engaged Marx’s thought through his own distinct and often critical philosophical program.
karl_marx,slavoj_zizek,Slavoj Žižek,1,wrote_about,+,,own,Žižek explicitly engaged Marx’s thought through his own distinct and often critical philosophical program.
karl_marx,george_orwell,George Orwell,1,wrote_about,+,,own,"Orwell critically addressed socialism, class, Stalinism, and political movements claiming Marxist authority."
karl_marx,albert_camus,Albert Camus,1,wrote_about,+,,own,"Camus critically discussed Marxism, revolution, historical justification, and political violence."
karl_marx,carl_menger,Carl Menger,1,wrote_about,+,,own,"Menger was connected indirectly to Marx through later economic debates concerning capitalism, socialism, planning, and value."
karl_marx,eugen_von_bohm_bawerk,Eugen Böhm Ritter von Bawerk,1,wrote_about,+,,own,Böhm-Bawerk produced a direct technical critique of Marxian economics.
karl_marx,ludwig_von_mises,Ludwig Heinrich Edler von Mises,1,wrote_about,+,,own,"Mises engaged Marxian economics indirectly through broader debates over capitalism, socialism, planning, and value."
karl_marx,friedrich_hayek,Friedrich August von Hayek,1,wrote_about,+,,own,"Hayek engaged Marxian economics indirectly through broader debates over capitalism, socialism, planning, and value."
karl_marx,joseph_schumpeter,Joseph Alois Schumpeter,1,wrote_about,+,,own,Schumpeter treated Marx and his economic theories at length.
karl_marx,john_maynard_keynes,John Maynard Keynes,1,wrote_about,+,,own,"Keynes was connected indirectly to Marx through broader economic debates over capitalism, socialism, planning, and value."
karl_marx,milton_friedman,Milton Friedman,1,wrote_about,+,,own,"Friedman was connected indirectly to Marx through broader economic debates over capitalism, socialism, planning, and value."
karl_marx,che_guevara,"Ernesto ""Che"" Guevara",1,wrote_about,+,,own,Guevara encountered political movements or theories explicitly shaped by Marx.
karl_marx,fidel_castro,Fidel Alejandro Castro Ruz,1,wrote_about,+,,own,Castro encountered political movements or theories explicitly shaped by Marx.
