slug,traveler,title,years,register,n_segments,n_stops,first_date,last_date,path,status,dossier_path
kircher,Athanasius Kircher,"The Last Man Who Knew Everything: from Geisa to Rome, and Down into the Burning World",1602–1680,national mythology: the canon is true,7,33,1602-05-02,1680-11-27,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/kircher.journey.json,built,
kublai_khan,"Kublai Khan (Khubilai, Setsen Khan, Emperor Shizu of Yuan)",From the Kerulen to the Taiye Lake: the Grandson Who Built a Capital and Lost the Steppe,1215-1294,national mythology: the canon is true,9,45,1215-09-23,1797-10-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/kublai_khan.journey.json,built,
kyot-willehalm,Kyot-Willehalm,"Toulouse to Dornachbrugg: the Tutor, the Battle, and the Source of the Grail",c. 755-848 (Greub's redating; conventional chronicles close the life in 812 or 814),national mythology: the canon is true,8,29,0755-01-01,0848-07-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/kyot-willehalm.journey.json,built,
l_frank_baum,Lyman Frank Baum,"The Road from Rose Lawn: chickens, shop windows, two editorials, and the Land of Oz",1856-1919,national mythology: the canon is true,9,45,1856-05-15,2026-08-08,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/l_frank_baum.journey.json,built,
la_difunta_correa,La Difunta Correa (Deolinda Correa),"The Water That Is Never Lacking: the Travesía of Caucete, the Child at the Breast, and the Roads of Argentina",c. 1815-1841 (life); 1840s-2026 (the shrine and the roads),national mythology: the canon is true,9,43,1815-01-01,2026-05-21,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/la_difunta_correa.journey.json,built,
laban,Rudolf Laban,The Magus of Movement: Bratislava to Weybridge,1879-1958,national mythology: the canon is true,7,62,1879-12-15,1958-07-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/laban.journey.json,built,
lady-of-the-lake,"The Lady of the Lake (Viviane, Niniane, Nimue)","Brocéliande to Avalon: the Fairy of the Lake, the Enchanter Bound, and the Sword Given and Taken","c. 500-537 (traditional Arthurian chronology; the reign of Arthur, from Merlin's love to the barge at Camlann)",national mythology: the canon is true,6,8,0500-01-01,0537-01-02,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/lady-of-the-lake.journey.json,built,
lancelot,Lancelot (Lancelot du Lac),Brocéliande to Joyous Gard: the Best Knight and the Grail He Could Not See,"c. 502-543 (traditional Arthurian chronology; Camlann fixed, with this atlas, at 537)",national mythology: the canon is true,7,31,0502-05-24,0543-01-15,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/lancelot.journey.json,built,
laura_renee_maier,Laura Renée Maier,"The Encoded Nimbus: Seattle to Bogotá, and the Diptych That Signs Itself",1991-present,national mythology: the canon is true,5,32,1991-01-01,2026-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/laura_renee_maier.journey.json,built,
lautaro,Lautaro (Leftraru),The Journey of Lautaro: From the Stable of the Conqueror to the Gates of Santiago,c. 1534-1557,national mythology: the canon is true,7,37,1534-06-01,1812-03-09,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/lautaro.journey.json,built,
le_corbusier,Le Corbusier (Charles-Edouard Jeanneret-Gris),The Cell and the Cloister: from the Jura to the Voyage d'Orient to the Sea at Roquebrune,1887-1965,national mythology: the canon is true,9,45,1887-10-06,2016-07-17,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/le_corbusier.journey.json,built,
leif_erikson,"Leif Erikson (Leifr Eiriksson, Leif the Lucky)","The Booths at the River Mouth: Greenland, Vinland, and the Winter Without Frost",c. 970 - c. 1020,national mythology: the canon is true,9,44,0965-01-01,2021-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/leif_erikson.journey.json,built,
leo_africanus,Leo Africanus (al-Hasan ibn Muhammad al-Wazzan al-Fasi al-Gharnati),Two Countries and No Grave: from Granada to Timbuktu to the font of Saint Peter's,c. 1494-c. 1554,national mythology: the canon is true,9,45,1494-01-01,1986-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/leo_africanus.journey.json,built,
leo_chiachio,Leo Chiachio (of Chiachio & Giannone),"The Signature of Two: Banfield, the Needle, and a Flag One Hundred and Twenty Feet Long",1969-present,national mythology: the canon is true,6,42,1964-01-01,2026-07-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/leo_chiachio.journey.json,built,
leonard_adleman,Leonard Max Adleman,"The Third Author: Berkeley, 545 Technology Square, and the Test Tube That Computed",1945-present,national mythology: the canon is true,7,41,1900-01-01,2026-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/leonard_adleman.journey.json,built,
leonard_euler,Leonhard Euler,"The Saturday Hour and the Blind Dictation: Basel, the Neva, Berlin, and the Neva Again",1707-1783,national mythology: the canon is true,7,45,1707-04-15,2007-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/leonard_euler.journey.json,built,
leonardo_da_vinci,Leonardo di ser Piero da Vinci,"The Notary's Bastard: Vinci to Amboise, and the Papers Melzi Carried Home",1452-1519,national mythology: the canon is true,9,44,1452-04-15,1874-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/leonardo_da_vinci.journey.json,built,
leslie_barry_lamport,Leslie Barry Lamport,The Order of Events: Lamport from Brooklyn to the Part-Time Parliament,1941-present,national mythology: the canon is true,8,42,1941-02-07,2025-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/leslie_barry_lamport.journey.json,built,
licio_gelli,Licio Gelli,"The List of 962: Pistoia, Salo, the Lodge, and the Hill Above Arezzo",1919-2015,national mythology: the canon is true,9,44,1919-04-21,2022-04-06,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/licio_gelli.journey.json,built,
linus_torvalds,Linus Benedict Torvalds,"The Terminal Emulator That Became an Operating System: Helsinki, the Newsgroup, and Thirty Years of Merging Patches",1969-present,national mythology: the canon is true,7,43,1969-12-28,2020-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/linus_torvalds.journey.json,built,
lionel_royer,Lionel-Noël Royer,"The Volunteer Paid in Schooling: Loigny, the Salon, and the Maid on the Wall",1852-1926,national mythology: the canon is true,8,43,1852-12-25,2019-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/lionel_royer.journey.json,built,
loie_fuller,Loïe Fuller (Marie Louise Fuller),"The Woman Made of Light: Fullersburg, the Serpentine, and the Lamps of the Folies Bergère",1862-1928,national mythology: the canon is true,7,42,1862-01-15,2016-05-13,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/loie_fuller.journey.json,built,
lord_kelvin,"William Thomson, 1st Baron Kelvin","Belfast to Westminster Abbey: the Absolute Scale, the Atlantic Cable, and the Knotted Ether",1824-1907,national mythology — the canon is true,8,44,1824-06-26,1907-12-23,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/lord_kelvin.journey.json,built,
louis_vuitton,Louis Vuitton,"The Mill and the Flat Lid: Anchay, the Empress's Packer, and the Workshop by the River",1821-1892,national mythology: the canon is true,8,40,1821-08-04,2020-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/louis_vuitton.journey.json,built,
louis_xiv,"Louis XIV, roi de France et de Navarre, called Louis le Grand and le Roi-Soleil","The God-Given: Saint-Germain to Versailles, and the Trench at Saint-Denis",1638-1715,national mythology: the canon is true,8,45,1638-09-05,2006-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/louis_xiv.journey.json,built,
louis_xvi,"Louis XVI, Louis-Auguste de France, duc de Berry, King of France and Navarre, then King of the French, then Louis Capet",The Locksmith King: from the Chapelle Royale to the Place de la Révolution,1754-1793,national mythology: the canon is true,9,45,1754-08-23,2000-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/louis_xvi.journey.json,built,
low_dog,"Low Dog (Šúŋka Khúčiyela, Perro Bajo)","The Stream Above the Yellowstone to the Cheyenne River: Low Dog, the Charge on the Second Column, and the Account Given to the Newspaper",c. 1846-1894,national mythology: the canon is true,7,39,1846-01-01,2021-10-27,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/low_dog.journey.json,built,
luc_olivier_merson,Luc-Olivier Merson,The Sphinx and the Banknote: Merson from the Old Twelfth to the Vault of Montmartre,1846-1920,national mythology: the canon is true,8,45,1846-05-21,1940-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/luc_olivier_merson.journey.json,built,
lucilio_vanini,Lucilio Vanini (Giulio Cesare Vanini),The Two Abjurations: from Taurisano to the Place du Salin,1585-1619,national mythology: the canon is true,8,40,1585-01-19,1619-02-10,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/lucilio_vanini.journey.json,built,
luis_perlotti,Luis Perlotti,"The Arrow Dance: a Cobbler's Son, the Altiplano, and the Bronze Furniture of a Country",1890-1969,national mythology: the canon is true,9,45,1890-06-23,2008-12-22,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/luis_perlotti.journey.json,built,
madame_chiang_kai_shek,Madame Chiang Kai-shek (Soong Mei-ling),"The Georgia Vowels and the Two Temporary Tombs: Soong Mei-ling, the Republic's English Voice",1898-2003,national mythology: the canon is true,9,45,1898-03-04,2003-11-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/madame_chiang_kai_shek.journey.json,built,
madame_de_lafayette,"Marie Adrienne Françoise de Noailles, Marquise de Lafayette","La femme Lafayette: the Hôtel de Noailles, the Common Pit, and the Prison She Chose",1759-1807,national mythology: the canon is true,8,44,1759-11-02,1834-05-20,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/madame_de_lafayette.journey.json,built,
mahatma_gandhi,Mohandas Karamchand Gandhi (Mahatma Gandhi),"The Third-Class Carriage: Porbandar, Pietermaritzburg, Dandi, and the Garden at Birla House",1869-1948,national mythology: the canon is true,9,45,1869-10-02,2015-03-14,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mahatma_gandhi.journey.json,built,
maimonides,"Maimonides (Moshe ben Maimon / Musa ibn Maymun, the Rambam)","Córdoba to Fustat: the Judge's Son, the Physician of Two Sultans, and the Guide",1138-1204,national mythology — the canon is true,7,35,1138-03-28,1205-01-12,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/maimonides.journey.json,built,
manuel_noriega,Manuel Antonio Noriega Moreno,"The Isthmus for Rent: the Informant, the Comandancia, and the Ten Days in the Nunciature",1934-2017,national mythology: the canon is true,7,45,1934-02-11,2017-06-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/manuel_noriega.journey.json,built,
manuela_saenz,Manuela Sáenz de Vergara y Aizpuru,"The Crown from the Balcony: the Coronela, the Night of September, and the Long Exile at Paita",1797-1856,national mythology: the canon is true,8,44,1797-12-27,2013-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/manuela_saenz.journey.json,built,
mao_zedong,"Mao Zedong (Mao Tse-tung), Chairman of the Communist Party of China","From Shaoshan to the Crystal Case: the Long March, the Cave Years, and the Founding of the People's Republic",1893-1976,national mythology: the canon is true,7,45,1893-12-26,1977-05-24,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mao_zedong.journey.json,built,
marcel_proust,Marcel Proust,"From Auteuil to the Cork-Lined Room: Proust, the Salons, and the Recovery of Combray",1871-1922,national mythology: the canon is true,9,44,1871-07-10,1971-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/marcel_proust.journey.json,built,
marco_polo,Marco Polo (Messer Marco Milioni),Il Milione: Venice to Cathay and Back Through the Book of Marvels,1254-1324,national mythology: the canon is true,8,42,1254-09-15,1324-01-08,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/marco_polo.journey.json,built,
marcus_garvey,Marcus Mosiah Garvey,The Black Star: from St Ann's Bay to Talgarth Road,1887-1940,national mythology: the canon is true,9,45,1887-08-17,1964-11-22,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/marcus_garvey.journey.json,built,
margaret_murray,Margaret Alice Murray,"The Nurse of Calcutta and the God of the Witches: Egypt, Malta, and the Religion That Was Not There",1863-1963,national mythology: the canon is true,9,44,1863-07-13,1964-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/margaret_murray.journey.json,built,
margarita_pelagia,"Margarita / Marina / Pelagia, the Pearl of the Three Waters",Iconium to the Main: one woman seen through three waters,"c. 47 – 1780 (five parallel lives, one voice)",national mythology: the canon is true,7,38,0047-05-01,1780-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/margarita_pelagia.journey.json,built,
margery_kempe,Margery Kempe (Margery Brunham of Bishop's Lynn),"The Weeping Pilgrim of Lynn: the Brewhouse, the Roaring at Calvary, and the Book Lost Five Hundred Years",c.1373-after 1438,national mythology: the canon is true,8,44,1373-01-01,2023-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/margery_kempe.journey.json,built,
maria_orsic,Maria Orsic,Maria Orsic: Zagreb to the Vanishing,1895 – (vanished 1945),national mythology: the canon is true,8,22,1818-04-10,1984-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/maria_orsic.journey.json,built,
maria_pita,María Pita (Mayor Fernández da Cámara Pita),The Breach and the Petition: a Butcher's Widow at the Wall of A Coruña and at the Court of Two Kings,c.1556-1643,national mythology: the canon is true,9,44,1554-01-01,1998-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/maria_pita.journey.json,built,
maria_remedios_del_valle,María Remedios del Valle,Buenos Aires to the Nine Days of the Lash: the Captain They Forgot and Remembered,c. 1766-1847,national mythology — the canon is true,9,33,1766-01-01,1847-11-08,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/maria_remedios_del_valle.journey.json,built,
marie_taglioni,Marie Sophie Taglioni,"The Floor She Consents To: Marie Taglioni, the Invention of Pointe, and the Shoes Left at the Wrong Grave",1804-1884,national mythology: the canon is true,9,43,1804-04-23,1972-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/marie_taglioni.journey.json,built,
mario_palanti,Mario Palanti,"The Tower of the Comedy: Milan, the Plate, and the Two Lighthouses",1885-1978,national mythology: the canon is true,8,42,1885-09-20,2017-04-28,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mario_palanti.journey.json,built,
mark_brodsky,Mark Brodsky,"The Clause and the Sovereign: Aurelius Capital, Argentina, and Nine Years of Refusing the Offer",1974-2024,national mythology: the canon is true,8,40,1974-06-01,2024-05-29,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mark_brodsky.journey.json,built,
mark_lombardi,Mark Lombardi,"The Card File and the Curve: Houston, Williamsburg, and the Networks Drawn from the Public Record",1951-2000,national mythology: the canon is true,8,38,1951-03-23,2026-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mark_lombardi.journey.json,built,
mark_twain,Samuel Langhorne Clemens (Mark Twain),"Two Fathoms: the Pilot, the Comet, and the Book He Called His Best",1835-1910,national mythology: the canon is true,9,45,1835-11-30,2010-11-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mark_twain.journey.json,built,
marques_de_lafayette,"Marie-Joseph Paul Yves Roch Gilbert du Motier, Marquis de Lafayette","The Hero of Two Worlds: the Ship Bought Against the King, Six Prisons, and the Earth of Bunker Hill",1757-1834,national mythology: the canon is true,9,45,1757-09-06,1917-07-04,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/marques_de_lafayette.journey.json,built,
marta_ezcurra,Marta María Ezcurra Real de Azúa,El Azote de Dios: from the Hijas de María to the Dissolution of the Fundación Eva Perón,1900-1996 (both ends contested),national mythology: the canon is true,9,40,1838-10-20,2026-02-28,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/marta_ezcurra.journey.json,built,
martha_graham,Martha Graham,"The Rented Theatre to the Sangre de Cristo: Graham, the Contraction, and the American Body",1894-1991,national mythology: the canon is true,9,43,1894-05-11,2020-05-11,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/martha_graham.journey.json,built,
martin_buber,Martin Mordechai Buber,"The Grandfather's Library to the Mount of Those Who Rest: Buber, the Hasidic Tales, and the Word Between",1878-1965,national mythology: the canon is true,9,45,1878-02-08,1966-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/martin_buber.journey.json,built,
martin_luther,Martin Luther (Martinus Luder of Mansfeld),"The Copper Country to the Castle Church: the Miner's Son, the Vow at Stotternheim, and the Door",1483-1546,national mythology: the canon is true,9,44,1483-11-10,1858-11-10,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/martin_luther.journey.json,built,
martin_miguel_de_guemes,Martín Miguel de Güemes,"The Line of the Pasaje: the Gaucho War, the Debased Coin, and the Ten Days at the Horqueta",1785-1821,national mythology: the canon is true,8,43,1785-02-08,2016-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/martin_miguel_de_guemes.journey.json,built,
mary_magdalene,Mary Magdalene (Maria Magdalena),"Magdala to the Sainte-Baume: the Seven Devils, the Empty Tomb, and the Thirty Years in the Grotto",c. AD 10 – AD 72 (the relic disputes run to AD 1279),"national mythology, the canon is true",8,32,0010-01-01,1279-05-05,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mary_magdalene.journey.json,built,
mary_may_morris,"Mary ""May"" Morris",The Needle and the Twenty-Four Volumes: May Morris from Red House to Kelmscott,1862-1938,national mythology: the canon is true,8,44,1862-03-25,2017-10-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mary_may_morris.journey.json,built,
mary_shelley,Mary Wollstonecraft Shelley (born Mary Wollstonecraft Godwin),"The Hideous Progeny: the Six Weeks' Tour, the Year Without a Summer, and the Editor of the Dead",1797-1851,national mythology: the canon is true,8,44,1797-08-30,1852-02-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mary_shelley.journey.json,built,
mary_wigman,Mary Wigman (Karoline Sofie Marie Wiegmann),"The Absolute Dance: Hanover, the Sacred Mountain, and the Last Studio",1886-1973,"national mythology, the canon is true",9,41,1886-11-13,1973-11-14,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mary_wigman.journey.json,built,
maslama_al_majriti,Maslama ibn Ahmad al-Majriti (Abu 'l-Qasim Maslama al-Majriti al-Qurtubi),"The Meridian Moved West: Mayrit, the Tables of Cordoba, and the Book That Was Not His",c. 950-1007,national mythology: the canon is true,9,39,0150-01-01,2015-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/maslama_al_majriti.journey.json,built,
maslama_al_qurtubi,Maslama ibn Qasim al-Qurtubi,"The Man of Charms and Talismans: one line in a dictionary, two books under another man's name",d. 353/964,national mythology: the canon is true,7,38,0800-01-01,2019-01-02,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/maslama_al_qurtubi.journey.json,built,
matias_carbone,Matías Carbone,The Knot and the Dog: Matías Carbone from the ABM Classroom to Avenida Alvear,documented 1999-2026 (birth year unrecorded),national mythology: the canon is true,9,42,1861-04-11,2026-10-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/matias_carbone.journey.json,built,
matsuo_basho,Matsuo Bashō (Matsuo Kinsaku; Sōbō; Tōsei),"The Narrow Road to the Deep North: the Hut, the Barrier, and the Withered Field",1644-1694,national mythology: the canon is true,8,43,1644-01-01,1942-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/matsuo_basho.journey.json,built,
matteo_ricci,"Matteo Ricci (Li Madou, Xitai)",Macerata to Peking: the Master from the Great West and the Memory Palace of China,1552-1610,"national mythology, the canon is true",8,43,1552-10-06,1611-11-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/matteo_ricci.journey.json,built,
maurice_sendak,Maurice Bernard Sendak,"The Bed by the Window to the Wild Rumpus: Brooklyn, the Ridgefield House, and the Monsters Who Came on Sundays",1928-2012,national mythology: the canon is true,9,45,1911-01-01,2022-10-02,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/maurice_sendak.journey.json,built,
max_glucksmann,Max Glücksmann (Mordechai David Glücksmann),The Counter on Bolivar: an Importer of Machines and the First Argentine Century of Film and Shellac,1875-1946,national mythology: the canon is true,7,44,1875-03-08,2000-12-04,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/max_glucksmann.journey.json,built,
max_muller,Friedrich Max Müller,From the Poet's House to the Sacred Books: Dessau to Oxford,1823-1900,national mythology: the canon is true,8,34,1823-12-06,1900-11-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/max_muller.journey.json,built,
max_weber,Max Weber,The Cloak and the Iron Cage: Weber from Erfurt to Munich-Schwabing,1864-1920,national mythology: the canon is true,9,45,1864-04-21,1954-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/max_weber.journey.json,built,
mayer_amschel_rothschild,Mayer Amschel Rothschild,The Judengasse to the Five Arrows: the Court Factor of Hesse and the Sons Sent to Five Capitals,1744-1812,national mythology: the canon is true,8,44,1567-01-01,2016-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mayer_amschel_rothschild.journey.json,built,
merce_cunningham,Merce Cunningham (Mercier Philip Cunningham),"The Tap School to the Empty Armory: Cunningham, the Coin, and the Dance About Nothing",1919-2009,national mythology: the canon is true,8,44,1919-04-16,2019-04-16,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/merce_cunningham.journey.json,built,
merlin,Merlin (Myrddin Emrys / Myrddin Wyllt),Caer Myrddin to the Esplumoir: the Two Merlins Welded,c. 450-c. 577 (traditional; Geoffrey of Monmouth's own conflation of the two Merlins),national mythology: the canon is true,7,30,0449-06-01,0577-09-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/merlin.journey.json,built,
mesmer,Franz Anton Mesmer,The Fluid and the Lake: Mesmer from Iznang to the Commission of the King and back to the Bodensee,1734-1815,national mythology: the canon is true,7,45,1734-05-23,2019-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mesmer.journey.json,built,
meyer_lansky,Meyer Lansky (Maier Suchowljansky),"The Accountant of the Hemisphere: Grodno, Havana, and the Fortune Nobody Found",1902-1983,national mythology: the canon is true,8,44,1902-07-04,2021-06-25,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/meyer_lansky.journey.json,built,
micaela_bastidas,Micaela Bastidas Puyucahua,"The Woman Who Ran the Rebellion: Tungasuca, the Letters, and the Plaza de Armas",1744-1781,national mythology: the canon is true,9,45,1744-06-23,2003-01-31,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/micaela_bastidas.journey.json,built,
michel_foucault,Paul-Michel Foucault,"The Asylum, the Prison, the Bathhouse: Foucault and the Institutions That Look Back",1926-1984,national mythology: the canon is true,9,47,1926-10-15,1984-12-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/michel_foucault.journey.json,built,
michelangelo,Michelangelo di Lodovico Buonarroti Simoni,The Stonecutter's Milk: Caprese to the Dome of St Peter's,1475-1564,national mythology: the canon is true,8,44,1473-01-01,2009-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/michelangelo.journey.json,built,
michele_sindona,Michele Sindona,"The Back-to-Back Loan: Patti to Voghera, a Bank Emptied and a Liquidator Killed",1920-1986,national mythology: the canon is true,9,44,1920-05-08,1986-03-26,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/michele_sindona.journey.json,built,
mikhail_bakunin,Mikhail Aleksandrovich Bakunin,"The Estate, the Fortress, and the Way Around the World: Bakunin from Pryamukhino to the Bremgarten Ground",1814-1876,national mythology: the canon is true,9,45,1814-05-30,1936-07-19,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mikhail_bakunin.journey.json,built,
miller_puckette,Miller Smith Puckette,"The Patcher: Boxes, Lines, and the Machine That Answers Inside the Phrase",1959-,national mythology: the canon is true,6,34,1959-01-01,2026-08-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/miller_puckette.journey.json,built,
milton_blahyi,"Joshua Milton Blahyi (""General Butt Naked"")",The Grove to the Pulpit: The Slave of Satan Made a Servant of Christ,1971–,"national mythology, the canon is true",7,23,1971-09-30,2020-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/milton_blahyi.journey.json,built,
miranda,Francisco de Miranda,El Círculo del Precursor: Caracas a La Carraca,1750-1816,national mythology: the canon is true,9,69,1750-03-28,1896-07-05,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/miranda.journey.json,built,
mohammad_mosaddegh,Mohammad Mosaddegh,"The Estate, the Refinery, and the Garden Wall: Mosaddegh, the Oil, and the Coup",1882-1967,national mythology: the canon is true,9,44,1882-06-16,2020-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mohammad_mosaddegh.journey.json,built,
mohammad_reza_shah_pahlavi,Mohammad Reza Shah Pahlavi,"The Borrowed Antiquity: the Last Shah, the Coup That Gave Him the Throne, and the Exile That Could Not Find a Country",1919-1980,national mythology: the canon is true,8,45,1919-10-26,2017-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mohammad_reza_shah_pahlavi.journey.json,built,
moinuddin_chishti,"Khwaja Mu'in al-Din Hasan Chishti (Moinuddin Chishti), Gharib Nawaz","The Mill and the Dargah: from Sistan to Ajmer, and the Order that Walked to India",1143-1236,national mythology: the canon is true,9,43,1143-02-01,2024-11-27,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/moinuddin_chishti.journey.json,built,
molay,Jacques de Molay,The Last Grand Master: Molay to the Fire on the Île aux Juifs,1243-1314,"national mythology, the canon is true",8,30,1243-01-01,1314-03-18,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/molay.journey.json,built,
morgan-le-fay,Morgan le Fay (Morgen / Morgane / Fata Morgana),Avalon to Etna: the Woman Who Became Three Landscapes,"c. 460-1211 (traditional Arthurian era, through the Norman-Sicilian and Grail-romance reception)",national mythology: the canon is true,7,27,0460-01-01,1205-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/morgan-le-fay.journey.json,built,
moses,Moses,Drawn from the Water: The Nile to Mount Nebo,c. 1391–1271 BC,national mythology: the canon is true,9,45,-1391-03-15,-1271-02-07,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/moses.journey.json,built,
moses_de_leon,Moses de Leon (Moshe ben Shem Tov de Leon),"The Book at the House in Avila: Moses de Leon, the Signed Treatises, and the Aramaic in Another Man's Voice",c.1240-1305,national mythology: the canon is true,8,31,1240-01-01,2025-01-01,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/moses_de_leon.journey.json,built,
moshe_feldenkrais,Moshé Feldenkrais,The Knee and the Nucleus: from a Volhynian shtetl to the floor of the world,1904-1984,national mythology: the canon is true,9,43,1904-05-06,1984-07-03,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/moshe_feldenkrais.journey.json,built,
muammar_gaddafi,Muammar Muhammad Abu Minyar al-Gaddafi,"The Tent and the Culvert: the Colonel, the Green Book, and Forty-Two Years of the State of the Masses",1942-2011,national mythology: the canon is true,8,45,1942-06-07,2026-02-03,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/muammar_gaddafi.journey.json,built,
muhammad,Muhammad ibn Abdullah,The Messenger's Road: Mecca to Medina,AD 570–632,national mythology: the canon is true,8,45,0570-01-01,0632-06-08,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/muhammad.journey.json,built,
mussolini,Benito Mussolini,"Predappio to Piazzale Loreto: the Duce, the Empire, and the Reckoning",1883-1945,national mythology: the canon is true,9,44,1883-07-29,1945-04-29,/home/drdoeg/instance2_work/Colegio_Invisible/working/journeys/mussolini.journey.json,built,
